Timestamp,x_err,y_err,x_out,y_out,a_theta,b_theta,c_theta
1780997812.753952,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.7918122,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.792073,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.795708,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.810792,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.8220448,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.837286,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.8486211,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.8637152,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.932139,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.932396,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.932621,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.932866,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.933101,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.947566,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.958389,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997812.973043,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.013036,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.013398,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.013657,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.028215,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.039238,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.0540748,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.065634,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.0804322,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.095156,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.106116,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.120926,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.135454,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.146467,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.1612248,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.1722171,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.18693,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.213035,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.213456,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.227349,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.242188,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780997813.253163,0.0,0.0,0.0,0.0,258.008,258.008,258.008
