Timestamp,x_parc,y_parc,x_out,y_out,a_pos,b_pos,c_pos
1780889907.090585,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.129036,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.129314,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.129886,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.140427,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.154497,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.1691031,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.179859,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.1936371,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.246447,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.246745,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.246987,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.247217,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.257997,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.2684429,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.282273,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.2925801,-6.479,-29.571,0.004,0.018,260.915,259.293,254.041
1780889907.306101,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.33375,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.333992,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.341034,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.354677,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.3650281,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.379264,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.389472,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.403167,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.4135349,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.427597,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.43797,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.451581,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.462015,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.475452,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.485905,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.4998379,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.510294,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.523765,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.547285,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.548224,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.558746,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.5721972,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.582558,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.5960908,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.606539,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.620672,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.6310852,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.6446452,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.655047,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.669204,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.679581,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.6931589,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.703676,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.717715,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.7280629,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.741434,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.773185,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.7736142,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.775658,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.78983,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.800131,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.813698,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.824043,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.8382568,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.8488472,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.8622122,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.8724868,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.885945,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.896375,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.910506,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.920792,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.93439,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.944814,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.9588869,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.9920142,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.992461,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889907.9930298,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889908.007087,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889908.0175118,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889908.03123,-56.0,-0.714,0.034,0.0,265.264,251.677,257.891
1780889908.045065,-56.225,-0.571,0.034,0.0,265.294,251.63,257.918
1780889908.055646,-56.225,-0.571,0.034,0.0,265.294,251.63,257.918
1780889908.0695739,-56.225,-0.571,0.034,0.0,265.294,251.63,257.918
1780889908.080144,-56.225,-0.571,0.034,0.0,265.294,251.63,257.918
1780889908.09395,-56.225,-0.571,0.034,0.0,265.294,251.63,257.918
1780889908.108191,-58.648,-0.786,0.036,0.0,265.768,251.298,257.875
1780889908.1189492,-58.648,-0.786,0.036,0.0,265.768,251.298,257.875
1780889908.1324039,-58.028,-2.143,0.035,0.002,265.784,251.506,257.631
1780889908.143153,-57.634,-2.714,0.035,0.002,265.766,251.61,257.533
1780889908.1574311,-57.127,-3.143,0.034,0.002,265.713,251.715,257.462
