Timestamp,x_parc,y_parc,x_out,y_out,a_pos,b_pos,c_pos
1780888630.664695,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.797756,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.851091,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.8513489,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.851578,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.851798,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.852014,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.852229,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.8524501,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.852669,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.852886,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.8531,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.853315,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.853533,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.853754,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.853968,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.863478,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.8738592,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.887328,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.8978062,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.926053,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.926311,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.9358022,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.946251,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.9596632,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.970013,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.984145,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888630.994565,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.008115,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.0184371,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.0325341,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.0428731,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.056439,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.0669062,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.080279,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.0907378,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.104886,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.115267,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.139275,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.139551,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.153288,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.1636548,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.17717,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.187459,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.20164,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.211964,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.225471,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.235803,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.24944,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.259962,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780888631.2740731,0.0,0.0,0.0,0.0,258.008,258.008,258.008
