Timestamp,x_err,y_err,x_out,y_out,a_theta,b_theta,c_theta
1781098499.734956,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8387141,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.888722,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8889868,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.889215,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8894348,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.889652,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.889867,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8900821,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8902988,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.8905149,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.890728,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.90328,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.914786,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.9295712,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.9412868,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.973396,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.9736488,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.98184,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098499.996641,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.011457,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.02249,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.0372171,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.048244,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.063041,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.077961,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.088824,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.1036758,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.118363,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.129448,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.1445708,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.155624,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.1918762,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.192218,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.1964831,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.2112699,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.22597,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.237164,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.251837,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.262917,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.2776818,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.292505,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.303524,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.318379,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.3330681,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.3441432,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.3591669,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.370044,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.4277499,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.428143,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.428441,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.428732,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.440166,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.452362,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.46645,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.477511,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.4922829,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.507104,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.518102,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.532821,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.5476558,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.5586078,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.573494,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.5845618,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.6193979,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.619808,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.625121,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.639817,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.654698,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.6662452,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.681036,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.69218,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.706885,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.722263,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.732702,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.7476811,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.762639,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.7735958,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.788217,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.799191,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.8424268,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.842775,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.843088,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.854372,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.869211,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.880265,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.8950698,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.906726,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.921537,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.936244,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.947366,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.962206,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.977031,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098500.9880478,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.002825,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.013978,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.0578392,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.0581892,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.058501,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.068943,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.083776,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.094809,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.10961,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.1214368,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.1360672,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.1501162,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.162005,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.17681,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.191734,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.202522,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.217262,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.228671,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.2735932,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.273937,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781098501.274256,0.0,0.0,0.0,0.0,258.008,258.008,258.008
