Timestamp,x_parc,y_parc,x_out,y_out,a_pos,b_pos,c_pos
1780889295.364044,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.402156,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.402445,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.402672,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.4028869,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.4030972,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.403306,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.403518,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.403733,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.403947,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.404157,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.410704,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.424914,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.435332,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.448961,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.459241,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.472737,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.5273778,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.527623,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.527838,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.52805,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.531528,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.545574,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.5558999,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.569416,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.5797892,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.6169229,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.61719,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.617738,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.6282082,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.6417248,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.6519501,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.666042,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.676363,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.689847,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.700248,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.715363,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.7249439,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.7385511,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.7486799,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.762252,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.7726011,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.786806,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.797181,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.816145,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.821088,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.8353238,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.845574,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.860298,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.8695822,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.882936,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.8933718,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.908086,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.9180338,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.931256,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.941802,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.955771,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.966311,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.979785,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889295.990058,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.003629,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.014644,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.049668,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.050068,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.051957,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.062408,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.076585,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.086934,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.1003451,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.110837,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.124919,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.135363,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.148875,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.159436,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.173193,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.183451,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780889296.1973069,0.0,0.0,0.0,0.0,258.008,258.008,258.008
