Timestamp,x_err,y_err,x_out,y_out,a_theta,b_theta,c_theta
1781332683.943716,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.081905,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.142706,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.1429582,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.143183,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.143408,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.143629,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.1438458,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.144062,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.14428,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.1444979,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.1447191,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.144942,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.145164,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.145385,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.14993,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.164704,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.1788878,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.190549,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.222039,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.222273,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.231168,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.2459211,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.256788,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.271785,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.286601,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.297566,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.3123462,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.327162,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.338166,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.352896,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.363976,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.378762,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.3936288,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.40539,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.437237,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.437582,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.445809,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.460609,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.4716,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.486397,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.50127,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.512179,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.527047,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.541891,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.552974,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.567872,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.578946,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.593599,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.608284,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.620173,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.663549,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.6640341,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.664361,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.675284,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.686322,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.701092,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.715729,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.7267358,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.741694,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.756418,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.767699,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.7824798,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.793494,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.808347,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.822954,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.8343701,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.8770728,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.877474,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.877846,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.8898308,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.900967,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.915694,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.930441,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.941538,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.95632,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.9712598,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.982135,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332684.996927,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332685.0082428,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332685.022634,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332685.038024,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332685.0486982,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1781332685.091955,0.0,0.0,0.0,0.0,258.008,258.008,258.008
