Timestamp,x_err,y_err,x_out,y_out,a_theta,b_theta,c_theta
1780998852.9325829,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998852.969197,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998852.969437,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998852.974359,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998852.989422,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.000736,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.0157802,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.027231,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.042402,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.111496,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.11175,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.1119711,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.112193,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.1124249,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.1262379,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.137255,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.151964,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.16666,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.177703,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.192435,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.2070668,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.218843,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.232901,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.244493,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.25934,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.286637,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.2870111,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.299602,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.314323,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.325449,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.340193,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.351218,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.365931,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.380683,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.391586,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.406476,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.421039,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.432103,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.446783,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.458056,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.472678,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.51123,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.511632,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.512974,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.527647,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.539237,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.553942,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.5648792,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.57949,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.594334,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.6053581,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.6199949,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.634679,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.645879,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.66065,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.6717,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.686201,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.724023,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.724488,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.7263591,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.7411351,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.752107,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.766848,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.777947,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.792583,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.807414,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.8189518,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.833017,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.847573,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.859266,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.8740191,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.8851771,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.899615,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.937053,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.937469,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.939959,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.9546702,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.9656608,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.980299,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998853.991282,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998854.006123,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998854.0207691,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998854.031638,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998854.046515,0.0,0.0,0.0,0.0,258.008,258.008,258.008
1780998854.061374,0.0,0.0,0.0,0.0,258.008,258.008,258.008
